sku_id,sku_name,category,sub_category,cost,price,supplier_id,weight
SKU07254,Product SKU07254,Grocery,Beverages,74.24,181.28,SUP037,19.66
SKU07255,Product SKU07255,Automotive,Accessories,106.19,176.47,SUP027,29.85
SKU07256,Product SKU07256,Home & Kitchen,Appliances,195.68,488.56,SUP001,38.76
SKU07257,Product SKU07257,Grocery,Beverages,82.05,151.2,SUP052,17.9
SKU07258,Product SKU07258,Automotive,Parts,197.14,417.95,SUP044,22.5
SKU07259,Product SKU07259,Apparel,Men,4.4,8.26,SUP052,49.2
SKU07260,Product SKU07260,Grocery,Beverages,105.57,151.72,SUP037,1.2
SKU07261,Product SKU07261,Toys,Educational,72.23,172.9,SUP017,49.83
SKU07262,Product SKU07262,Sports,Outdoor,189.18,406.41,SUP026,27.95
SKU07263,Product SKU07263,Grocery,Dry Goods,118.96,226.11,SUP016,35.38
SKU07264,Product SKU07264,Pet Supplies,Cat,84.94,175.82,SUP055,6.17
SKU07265,Product SKU07265,Grocery,Beverages,54.61,124.88,SUP041,45.2
SKU07266,Product SKU07266,Electronics,Mobile,108.72,134.94,SUP054,46.36
SKU07267,Product SKU07267,Apparel,Women,141.01,245.11,SUP049,29.96
SKU07268,Product SKU07268,Sports,Fitness,87.1,157.21,SUP001,44.35
SKU07269,Product SKU07269,Grocery,Beverages,33.89,45.24,SUP039,0.24
SKU07270,Product SKU07270,Automotive,Accessories,64.17,89.3,SUP005,11.08
SKU07271,Product SKU07271,Electronics,Mobile,4.23,6.33,SUP054,16.7
SKU07272,Product SKU07272,Automotive,Parts,8.25,16.42,SUP005,28.48
SKU07273,Product SKU07273,Home & Kitchen,Decor,21.21,41.86,SUP013,49.93
SKU07274,Product SKU07274,Pet Supplies,Cat,189.0,227.46,SUP053,39.79
SKU07275,Product SKU07275,Electronics,Mobile,72.01,92.37,SUP005,14.87
SKU07276,Product SKU07276,Automotive,Parts,65.7,123.53,SUP040,33.09
SKU07277,Product SKU07277,Health & Beauty,Skincare,150.31,228.42,SUP019,16.16
SKU07278,Product SKU07278,Pet Supplies,Dog,63.06,105.41,SUP055,49.98
SKU07279,Product SKU07279,Toys,Educational,156.03,385.0,SUP030,34.69
SKU07280,Product SKU07280,Automotive,Parts,82.44,140.7,SUP056,24.48
SKU07281,Product SKU07281,Grocery,Dry Goods,84.54,192.48,SUP056,23.3
SKU07282,Product SKU07282,Pet Supplies,Cat,60.53,133.61,SUP042,42.74
SKU07283,Product SKU07283,Automotive,Parts,85.24,176.29,SUP004,3.03
SKU07284,Product SKU07284,Toys,Educational,106.83,134.44,SUP041,1.56
SKU07285,Product SKU07285,Health & Beauty,Supplements,123.36,196.68,SUP002,37.15
SKU07286,Product SKU07286,Office Supplies,Writing,179.42,247.82,SUP029,36.25
SKU07287,Product SKU07287,Pet Supplies,Cat,103.87,139.78,SUP026,32.61
SKU07288,Product SKU07288,Apparel,Men,122.67,229.43,SUP046,46.33
SKU07289,Product SKU07289,Office Supplies,Paper,105.17,261.63,SUP047,25.51
SKU07290,Product SKU07290,Automotive,Accessories,24.94,45.18,SUP043,9.2
SKU07291,Product SKU07291,Apparel,Kids,120.23,252.61,SUP009,23.47
SKU07292,Product SKU07292,Toys,Educational,21.35,38.63,SUP036,4.16
SKU07293,Product SKU07293,Home & Kitchen,Decor,137.06,305.3,SUP056,48.12
SKU07294,Product SKU07294,Office Supplies,Storage,31.46,59.53,SUP041,28.42
SKU07295,Product SKU07295,Office Supplies,Writing,184.65,372.15,SUP060,7.36
SKU07296,Product SKU07296,Electronics,Laptop,88.4,181.33,SUP037,35.04
SKU07297,Product SKU07297,Pet Supplies,Dog,172.89,248.04,SUP050,47.58
SKU07298,Product SKU07298,Health & Beauty,Skincare,13.71,33.99,SUP026,42.9
SKU07299,Product SKU07299,Grocery,Snacks,132.73,286.1,SUP035,3.73
SKU07300,Product SKU07300,Health & Beauty,Skincare,10.21,13.6,SUP013,4.46
SKU07301,Product SKU07301,Sports,Fitness,110.38,163.37,SUP030,43.02
SKU07302,Product SKU07302,Sports,Fitness,90.26,189.92,SUP060,32.68
SKU07303,Product SKU07303,Apparel,Women,65.33,99.05,SUP023,17.19
SKU07304,Product SKU07304,Apparel,Men,159.74,313.44,SUP023,12.75
SKU07305,Product SKU07305,Automotive,Parts,163.93,208.39,SUP030,34.99
SKU07306,Product SKU07306,Grocery,Dry Goods,88.94,191.28,SUP030,46.38
SKU07307,Product SKU07307,Electronics,Laptop,150.51,267.09,SUP055,7.63
SKU07308,Product SKU07308,Apparel,Kids,161.66,290.81,SUP007,3.86
SKU07309,Product SKU07309,Home & Kitchen,Decor,144.37,228.02,SUP011,2.54
SKU07310,Product SKU07310,Electronics,Audio,180.74,330.4,SUP008,14.12
SKU07311,Product SKU07311,Sports,Outdoor,143.84,338.26,SUP016,0.12
SKU07312,Product SKU07312,Grocery,Snacks,138.19,303.62,SUP021,10.58
SKU07313,Product SKU07313,Apparel,Women,98.95,130.23,SUP032,37.36
SKU07314,Product SKU07314,Grocery,Snacks,169.8,227.64,SUP023,40.84
SKU07315,Product SKU07315,Automotive,Parts,154.77,255.52,SUP013,34.55
SKU07316,Product SKU07316,Sports,Outdoor,2.01,4.85,SUP005,27.56
SKU07317,Product SKU07317,Grocery,Beverages,124.83,257.66,SUP020,28.11
SKU07318,Product SKU07318,Health & Beauty,Personal Care,171.64,342.01,SUP004,45.4
SKU07319,Product SKU07319,Apparel,Kids,117.3,166.85,SUP021,45.69
SKU07320,Product SKU07320,Electronics,Laptop,136.96,288.85,SUP056,49.28
SKU07321,Product SKU07321,Automotive,Accessories,16.89,29.68,SUP033,12.03
SKU07322,Product SKU07322,Electronics,Mobile,126.82,285.2,SUP028,48.32
SKU07323,Product SKU07323,Health & Beauty,Supplements,92.01,204.45,SUP004,45.86
SKU07324,Product SKU07324,Sports,Outdoor,137.3,208.09,SUP014,30.43
SKU07325,Product SKU07325,Health & Beauty,Skincare,194.05,481.99,SUP026,32.15
SKU07326,Product SKU07326,Office Supplies,Storage,177.62,259.41,SUP007,12.38
SKU07327,Product SKU07327,Apparel,Women,190.67,262.32,SUP048,9.64
SKU07328,Product SKU07328,Office Supplies,Storage,85.27,167.68,SUP033,30.23
SKU07329,Product SKU07329,Apparel,Men,59.81,143.35,SUP005,45.76
SKU07330,Product SKU07330,Electronics,Laptop,79.63,140.51,SUP041,35.15
SKU07331,Product SKU07331,Home & Kitchen,Cookware,133.27,226.16,SUP058,20.77
SKU07332,Product SKU07332,Pet Supplies,Other Pets,70.91,106.79,SUP053,22.96
SKU07333,Product SKU07333,Apparel,Men,137.91,298.51,SUP041,38.97
SKU07334,Product SKU07334,Sports,Outdoor,76.2,167.18,SUP034,0.43
SKU07335,Product SKU07335,Automotive,Parts,96.46,215.31,SUP037,31.54
SKU07336,Product SKU07336,Grocery,Beverages,95.86,195.37,SUP048,45.36
SKU07337,Product SKU07337,Office Supplies,Storage,114.14,255.64,SUP044,49.04
SKU07338,Product SKU07338,Pet Supplies,Cat,141.7,275.65,SUP015,1.97
SKU07339,Product SKU07339,Automotive,Parts,76.15,147.36,SUP056,39.88
SKU07340,Product SKU07340,Grocery,Dry Goods,88.74,217.24,SUP057,13.66
SKU07341,Product SKU07341,Home & Kitchen,Decor,149.42,260.7,SUP012,24.35
SKU07342,Product SKU07342,Grocery,Snacks,160.9,255.04,SUP021,4.93
SKU07343,Product SKU07343,Automotive,Parts,105.01,198.2,SUP022,39.88
SKU07344,Product SKU07344,Sports,Team Sports,193.73,246.4,SUP049,29.63
SKU07345,Product SKU07345,Office Supplies,Storage,136.89,339.7,SUP002,47.14
SKU07346,Product SKU07346,Office Supplies,Storage,143.07,268.73,SUP038,8.16
SKU07347,Product SKU07347,Grocery,Snacks,78.07,153.07,SUP041,36.29
SKU07348,Product SKU07348,Automotive,Accessories,127.81,272.03,SUP044,21.51
SKU07349,Product SKU07349,Home & Kitchen,Cookware,146.07,202.58,SUP031,8.21
SKU07350,Product SKU07350,Electronics,Audio,34.24,80.74,SUP056,3.89
SKU07351,Product SKU07351,Office Supplies,Paper,160.7,241.64,SUP058,23.47
SKU07352,Product SKU07352,Automotive,Parts,183.36,359.7,SUP056,10.58
SKU07353,Product SKU07353,Electronics,Accessories,58.25,139.6,SUP049,21.41
SKU07354,Product SKU07354,Electronics,Audio,118.22,212.55,SUP035,18.98
SKU07355,Product SKU07355,Apparel,Men,46.21,96.67,SUP043,35.94
SKU07356,Product SKU07356,Apparel,Men,56.43,125.6,SUP015,42.74
SKU07357,Product SKU07357,Toys,Action Figures,184.29,259.77,SUP044,15.27
SKU07358,Product SKU07358,Apparel,Men,172.35,251.3,SUP026,0.27
SKU07359,Product SKU07359,Toys,Educational,174.42,283.33,SUP050,20.78
SKU07360,Product SKU07360,Toys,Puzzles,90.37,208.1,SUP029,16.96
SKU07361,Product SKU07361,Home & Kitchen,Decor,178.67,357.7,SUP017,26.41
SKU07362,Product SKU07362,Automotive,Parts,66.47,100.82,SUP047,31.24
SKU07363,Product SKU07363,Home & Kitchen,Decor,90.49,215.7,SUP042,24.63
SKU07364,Product SKU07364,Apparel,Men,103.34,179.99,SUP037,39.48
SKU07365,Product SKU07365,Apparel,Women,86.12,133.5,SUP037,43.12
SKU07366,Product SKU07366,Automotive,Accessories,120.17,236.61,SUP049,30.58
SKU07367,Product SKU07367,Pet Supplies,Dog,144.33,231.94,SUP036,1.79
SKU07368,Product SKU07368,Pet Supplies,Other Pets,162.5,222.23,SUP050,36.12
SKU07369,Product SKU07369,Health & Beauty,Skincare,18.3,30.89,SUP028,3.25
SKU07370,Product SKU07370,Pet Supplies,Other Pets,105.4,215.97,SUP035,8.65
SKU07371,Product SKU07371,Health & Beauty,Personal Care,75.58,182.1,SUP056,22.18
SKU07372,Product SKU07372,Electronics,Laptop,160.9,387.02,SUP009,48.72
SKU07373,Product SKU07373,Electronics,Accessories,179.87,290.06,SUP052,48.13
SKU07374,Product SKU07374,Electronics,Laptop,162.85,372.65,SUP043,0.86
SKU07375,Product SKU07375,Grocery,Beverages,190.94,422.27,SUP047,38.42
SKU07376,Product SKU07376,Pet Supplies,Other Pets,18.14,27.25,SUP045,48.12
SKU07377,Product SKU07377,Health & Beauty,Personal Care,101.13,173.66,SUP019,42.01
SKU07378,Product SKU07378,Apparel,Women,19.29,33.6,SUP057,18.85
SKU07379,Product SKU07379,Pet Supplies,Cat,71.27,114.03,SUP055,10.58
SKU07380,Product SKU07380,Pet Supplies,Other Pets,36.24,73.66,SUP036,45.98
SKU07381,Product SKU07381,Home & Kitchen,Decor,102.75,163.1,SUP006,8.04
SKU07382,Product SKU07382,Health & Beauty,Supplements,166.37,409.76,SUP029,17.52
SKU07383,Product SKU07383,Grocery,Snacks,59.61,118.14,SUP030,38.79
SKU07384,Product SKU07384,Electronics,Audio,92.17,186.1,SUP006,35.86
SKU07385,Product SKU07385,Toys,Educational,192.2,271.88,SUP016,49.87
SKU07386,Product SKU07386,Grocery,Beverages,79.65,170.46,SUP029,28.66
SKU07387,Product SKU07387,Automotive,Accessories,98.36,207.29,SUP013,19.85
SKU07388,Product SKU07388,Grocery,Snacks,26.97,49.51,SUP012,26.14
SKU07389,Product SKU07389,Electronics,Audio,41.98,101.44,SUP018,11.45
SKU07390,Product SKU07390,Automotive,Parts,83.03,116.36,SUP040,26.84
SKU07391,Product SKU07391,Home & Kitchen,Decor,62.91,115.51,SUP041,11.31
SKU07392,Product SKU07392,Office Supplies,Writing,12.65,27.99,SUP040,32.09
SKU07393,Product SKU07393,Grocery,Beverages,69.47,87.65,SUP025,43.29
SKU07394,Product SKU07394,Grocery,Dry Goods,35.62,85.84,SUP055,23.98
SKU07395,Product SKU07395,Pet Supplies,Other Pets,69.4,150.2,SUP059,43.85
SKU07396,Product SKU07396,Automotive,Accessories,75.4,130.41,SUP046,21.71
SKU07397,Product SKU07397,Apparel,Men,184.62,387.76,SUP021,12.46
SKU07398,Product SKU07398,Grocery,Snacks,38.63,57.92,SUP013,13.25
SKU07399,Product SKU07399,Office Supplies,Storage,47.58,97.83,SUP003,5.89
SKU07400,Product SKU07400,Grocery,Beverages,78.7,158.39,SUP044,14.61
SKU07401,Product SKU07401,Grocery,Dry Goods,14.92,19.49,SUP026,6.39
SKU07402,Product SKU07402,Apparel,Kids,167.5,344.25,SUP041,3.32
SKU07403,Product SKU07403,Sports,Outdoor,79.43,124.08,SUP004,28.94
SKU07404,Product SKU07404,Health & Beauty,Skincare,105.52,192.62,SUP043,15.79
SKU07405,Product SKU07405,Toys,Action Figures,29.28,63.39,SUP025,44.0
SKU07406,Product SKU07406,Pet Supplies,Cat,188.94,241.13,SUP044,37.02
SKU07407,Product SKU07407,Office Supplies,Storage,145.85,354.6,SUP003,12.72
SKU07408,Product SKU07408,Electronics,Mobile,148.95,189.32,SUP011,31.6
SKU07409,Product SKU07409,Health & Beauty,Personal Care,71.47,157.2,SUP012,43.18
SKU07410,Product SKU07410,Toys,Action Figures,74.23,139.79,SUP018,5.96
SKU07411,Product SKU07411,Health & Beauty,Skincare,84.55,141.12,SUP060,9.24
SKU07412,Product SKU07412,Grocery,Beverages,179.11,249.41,SUP030,31.82
SKU07413,Product SKU07413,Pet Supplies,Cat,178.25,425.23,SUP013,39.68
SKU07414,Product SKU07414,Apparel,Women,36.88,83.45,SUP053,13.9
SKU07415,Product SKU07415,Pet Supplies,Cat,184.63,391.75,SUP012,39.28
SKU07416,Product SKU07416,Sports,Team Sports,18.84,36.88,SUP009,41.07
SKU07417,Product SKU07417,Grocery,Snacks,172.59,213.53,SUP037,46.96
SKU07418,Product SKU07418,Health & Beauty,Supplements,10.58,21.15,SUP054,34.7
SKU07419,Product SKU07419,Sports,Fitness,23.25,29.35,SUP035,39.27
SKU07420,Product SKU07420,Pet Supplies,Dog,78.16,104.68,SUP022,38.16
SKU07421,Product SKU07421,Automotive,Parts,170.13,334.07,SUP017,8.15
SKU07422,Product SKU07422,Home & Kitchen,Decor,5.01,10.58,SUP044,27.55
SKU07423,Product SKU07423,Toys,Educational,130.86,295.37,SUP035,21.77
SKU07424,Product SKU07424,Toys,Puzzles,26.65,64.55,SUP060,27.31
SKU07425,Product SKU07425,Office Supplies,Paper,123.83,298.86,SUP059,46.59
SKU07426,Product SKU07426,Toys,Action Figures,115.27,182.92,SUP011,49.86
SKU07427,Product SKU07427,Pet Supplies,Dog,136.8,236.8,SUP026,28.04
SKU07428,Product SKU07428,Pet Supplies,Dog,84.34,198.6,SUP056,24.18
SKU07429,Product SKU07429,Sports,Outdoor,165.06,378.36,SUP034,41.23
SKU07430,Product SKU07430,Pet Supplies,Other Pets,144.99,335.12,SUP024,19.42
SKU07431,Product SKU07431,Home & Kitchen,Appliances,24.7,56.69,SUP056,24.96
SKU07432,Product SKU07432,Grocery,Dry Goods,27.22,36.74,SUP036,8.05
SKU07433,Product SKU07433,Automotive,Accessories,150.69,320.08,SUP024,10.27
SKU07434,Product SKU07434,Electronics,Audio,169.69,265.68,SUP034,39.67
SKU07435,Product SKU07435,Health & Beauty,Supplements,98.78,212.48,SUP055,19.13
SKU07436,Product SKU07436,Grocery,Beverages,70.73,162.24,SUP002,1.86
SKU07437,Product SKU07437,Pet Supplies,Cat,195.0,398.31,SUP049,21.68
SKU07438,Product SKU07438,Office Supplies,Storage,126.35,171.78,SUP019,25.75
SKU07439,Product SKU07439,Health & Beauty,Skincare,197.05,296.73,SUP001,36.14
SKU07440,Product SKU07440,Sports,Outdoor,88.12,180.49,SUP041,10.32
SKU07441,Product SKU07441,Pet Supplies,Dog,95.15,235.41,SUP057,9.84
SKU07442,Product SKU07442,Grocery,Snacks,128.02,249.42,SUP005,28.3
SKU07443,Product SKU07443,Home & Kitchen,Cookware,123.79,229.37,SUP039,0.94
SKU07444,Product SKU07444,Office Supplies,Paper,180.22,410.01,SUP004,8.79
SKU07445,Product SKU07445,Sports,Team Sports,83.83,184.57,SUP054,49.01
SKU07446,Product SKU07446,Toys,Puzzles,190.33,450.92,SUP016,8.0
SKU07447,Product SKU07447,Health & Beauty,Skincare,183.07,428.75,SUP006,18.91
SKU07448,Product SKU07448,Toys,Educational,80.12,144.05,SUP026,32.84
SKU07449,Product SKU07449,Health & Beauty,Skincare,53.65,65.98,SUP021,7.15
SKU07450,Product SKU07450,Health & Beauty,Supplements,89.14,139.65,SUP007,38.25
SKU07451,Product SKU07451,Toys,Action Figures,23.12,55.32,SUP013,44.78
SKU07452,Product SKU07452,Home & Kitchen,Appliances,181.93,393.24,SUP047,5.44
SKU07453,Product SKU07453,Apparel,Women,88.75,121.66,SUP040,49.39
SKU07454,Product SKU07454,Sports,Outdoor,67.94,133.23,SUP031,38.99
SKU07455,Product SKU07455,Grocery,Dry Goods,184.28,402.14,SUP016,33.76
SKU07456,Product SKU07456,Automotive,Accessories,94.26,187.3,SUP055,4.8
SKU07457,Product SKU07457,Toys,Educational,177.02,337.56,SUP002,2.1
SKU07458,Product SKU07458,Pet Supplies,Cat,184.14,338.1,SUP055,43.44
SKU07459,Product SKU07459,Apparel,Kids,171.66,388.03,SUP056,3.16
SKU07460,Product SKU07460,Home & Kitchen,Cookware,50.92,119.06,SUP050,44.96
SKU07461,Product SKU07461,Home & Kitchen,Appliances,92.7,164.27,SUP050,8.84
SKU07462,Product SKU07462,Toys,Educational,193.75,286.18,SUP030,9.63
SKU07463,Product SKU07463,Automotive,Parts,132.82,201.31,SUP045,46.94
SKU07464,Product SKU07464,Pet Supplies,Other Pets,4.16,5.02,SUP031,25.29
SKU07465,Product SKU07465,Grocery,Dry Goods,98.64,139.32,SUP039,24.78
SKU07466,Product SKU07466,Apparel,Women,83.51,196.87,SUP001,0.56
SKU07467,Product SKU07467,Health & Beauty,Supplements,195.3,392.89,SUP009,7.68
SKU07468,Product SKU07468,Sports,Team Sports,11.26,21.39,SUP034,11.82
SKU07469,Product SKU07469,Grocery,Beverages,61.63,93.6,SUP026,32.54
SKU07470,Product SKU07470,Apparel,Men,111.6,145.23,SUP060,26.37
SKU07471,Product SKU07471,Toys,Puzzles,158.66,207.14,SUP052,44.5
SKU07472,Product SKU07472,Automotive,Accessories,116.5,283.77,SUP004,7.49
SKU07473,Product SKU07473,Toys,Puzzles,198.73,404.92,SUP033,28.42
SKU07474,Product SKU07474,Automotive,Accessories,104.03,128.03,SUP035,46.99
SKU07475,Product SKU07475,Office Supplies,Writing,129.51,170.84,SUP020,1.15
SKU07476,Product SKU07476,Apparel,Men,12.06,24.03,SUP032,30.74
SKU07477,Product SKU07477,Toys,Puzzles,100.93,161.37,SUP022,26.63
SKU07478,Product SKU07478,Health & Beauty,Personal Care,104.23,127.71,SUP041,14.2
SKU07479,Product SKU07479,Toys,Puzzles,12.53,29.7,SUP038,36.29
SKU07480,Product SKU07480,Automotive,Accessories,199.23,317.34,SUP051,43.94
SKU07481,Product SKU07481,Toys,Puzzles,121.4,217.19,SUP054,11.21
SKU07482,Product SKU07482,Pet Supplies,Cat,148.2,352.03,SUP012,11.84
SKU07483,Product SKU07483,Grocery,Dry Goods,36.73,77.32,SUP020,48.85
SKU07484,Product SKU07484,Pet Supplies,Dog,150.49,236.26,SUP006,21.06
SKU07485,Product SKU07485,Automotive,Accessories,78.09,180.21,SUP002,38.59
SKU07486,Product SKU07486,Apparel,Men,118.62,184.74,SUP057,46.91
SKU07487,Product SKU07487,Electronics,Mobile,131.36,323.36,SUP010,29.05
SKU07488,Product SKU07488,Health & Beauty,Supplements,164.6,371.51,SUP041,16.93
SKU07489,Product SKU07489,Sports,Team Sports,192.88,236.96,SUP042,38.46
SKU07490,Product SKU07490,Sports,Fitness,193.18,316.93,SUP016,32.44
SKU07491,Product SKU07491,Apparel,Kids,113.32,248.17,SUP057,43.32
SKU07492,Product SKU07492,Home & Kitchen,Cookware,121.4,274.45,SUP056,15.68
SKU07493,Product SKU07493,Toys,Educational,47.26,83.17,SUP014,33.92
SKU07494,Product SKU07494,Electronics,Accessories,39.07,81.44,SUP022,19.77
SKU07495,Product SKU07495,Office Supplies,Paper,159.52,199.06,SUP034,33.43
SKU07496,Product SKU07496,Sports,Team Sports,130.66,316.62,SUP041,35.7
SKU07497,Product SKU07497,Automotive,Parts,159.67,379.37,SUP044,33.79
SKU07498,Product SKU07498,Home & Kitchen,Cookware,59.45,138.56,SUP020,37.4
SKU07499,Product SKU07499,Health & Beauty,Personal Care,86.04,182.72,SUP034,43.4
SKU07500,Product SKU07500,Pet Supplies,Cat,195.18,475.86,SUP025,16.33
SKU07501,Product SKU07501,Pet Supplies,Other Pets,85.5,114.77,SUP046,12.45
SKU07502,Product SKU07502,Office Supplies,Paper,176.72,294.96,SUP032,31.07
SKU07503,Product SKU07503,Sports,Outdoor,133.86,296.68,SUP029,9.22
SKU07504,Product SKU07504,Office Supplies,Storage,62.35,111.16,SUP019,18.31
SKU07505,Product SKU07505,Automotive,Parts,196.62,449.36,SUP048,24.04
SKU07506,Product SKU07506,Electronics,Laptop,176.1,290.91,SUP024,39.31
SKU07507,Product SKU07507,Grocery,Snacks,46.29,102.02,SUP046,22.88
SKU07508,Product SKU07508,Apparel,Women,23.28,36.21,SUP019,20.17
SKU07509,Product SKU07509,Sports,Fitness,150.36,194.7,SUP034,33.01
SKU07510,Product SKU07510,Sports,Fitness,143.77,294.74,SUP046,38.06
SKU07511,Product SKU07511,Grocery,Dry Goods,37.28,73.19,SUP048,47.06
SKU07512,Product SKU07512,Apparel,Men,122.94,245.23,SUP054,36.85
SKU07513,Product SKU07513,Home & Kitchen,Appliances,67.97,143.46,SUP013,45.82
SKU07514,Product SKU07514,Pet Supplies,Dog,4.16,9.7,SUP057,11.01
SKU07515,Product SKU07515,Electronics,Accessories,92.27,212.96,SUP040,41.21
SKU07516,Product SKU07516,Home & Kitchen,Appliances,178.6,432.67,SUP025,22.41
SKU07517,Product SKU07517,Electronics,Mobile,131.96,225.34,SUP034,17.6
SKU07518,Product SKU07518,Sports,Outdoor,87.46,189.44,SUP017,25.12
SKU07519,Product SKU07519,Office Supplies,Paper,163.18,353.9,SUP014,1.12
SKU07520,Product SKU07520,Grocery,Beverages,126.79,224.11,SUP023,22.89
SKU07521,Product SKU07521,Electronics,Laptop,164.04,313.63,SUP050,44.29
SKU07522,Product SKU07522,Office Supplies,Writing,143.14,274.64,SUP034,37.75
SKU07523,Product SKU07523,Home & Kitchen,Decor,9.59,11.85,SUP030,4.26
SKU07524,Product SKU07524,Apparel,Men,88.64,133.5,SUP058,49.21
SKU07525,Product SKU07525,Toys,Action Figures,109.37,225.43,SUP030,14.01
SKU07526,Product SKU07526,Toys,Action Figures,65.72,107.52,SUP048,34.97
SKU07527,Product SKU07527,Toys,Puzzles,95.79,179.41,SUP041,29.64
SKU07528,Product SKU07528,Health & Beauty,Supplements,154.22,203.18,SUP009,38.87
SKU07529,Product SKU07529,Automotive,Parts,113.52,234.97,SUP056,16.44
SKU07530,Product SKU07530,Pet Supplies,Dog,83.06,124.63,SUP021,48.97
SKU07531,Product SKU07531,Apparel,Kids,100.41,250.51,SUP006,24.54
SKU07532,Product SKU07532,Grocery,Snacks,45.51,84.63,SUP048,2.08
SKU07533,Product SKU07533,Office Supplies,Writing,181.14,410.12,SUP058,36.32
SKU07534,Product SKU07534,Grocery,Dry Goods,122.75,239.83,SUP047,49.84
SKU07535,Product SKU07535,Home & Kitchen,Cookware,57.04,126.26,SUP004,29.11
SKU07536,Product SKU07536,Grocery,Dry Goods,195.22,444.35,SUP046,49.93
SKU07537,Product SKU07537,Office Supplies,Paper,118.49,173.7,SUP042,25.23
SKU07538,Product SKU07538,Office Supplies,Paper,142.8,315.11,SUP005,0.13
SKU07539,Product SKU07539,Office Supplies,Storage,102.0,153.59,SUP014,43.76
SKU07540,Product SKU07540,Sports,Outdoor,32.28,66.7,SUP051,13.38
SKU07541,Product SKU07541,Sports,Team Sports,72.6,175.89,SUP042,12.1
SKU07542,Product SKU07542,Pet Supplies,Dog,20.81,26.85,SUP054,25.28
SKU07543,Product SKU07543,Electronics,Accessories,129.06,209.78,SUP012,34.54
SKU07544,Product SKU07544,Apparel,Men,14.08,32.59,SUP037,40.85
SKU07545,Product SKU07545,Pet Supplies,Other Pets,197.13,476.55,SUP014,17.87
SKU07546,Product SKU07546,Automotive,Parts,81.06,175.88,SUP007,6.79
SKU07547,Product SKU07547,Automotive,Accessories,64.17,86.89,SUP043,22.8
SKU07548,Product SKU07548,Pet Supplies,Dog,111.3,164.11,SUP041,1.43
SKU07549,Product SKU07549,Health & Beauty,Skincare,144.43,177.07,SUP036,48.67
SKU07550,Product SKU07550,Grocery,Dry Goods,45.88,94.65,SUP016,21.79
SKU07551,Product SKU07551,Apparel,Women,13.82,25.07,SUP042,25.89
SKU07552,Product SKU07552,Toys,Puzzles,171.23,368.5,SUP016,4.06
SKU07553,Product SKU07553,Pet Supplies,Other Pets,43.41,69.69,SUP014,5.91
SKU07554,Product SKU07554,Toys,Puzzles,92.47,229.29,SUP020,25.78
SKU07555,Product SKU07555,Health & Beauty,Supplements,148.89,310.86,SUP008,42.51
SKU07556,Product SKU07556,Office Supplies,Storage,44.71,97.47,SUP042,44.08
SKU07557,Product SKU07557,Office Supplies,Storage,35.96,59.36,SUP048,48.51
SKU07558,Product SKU07558,Office Supplies,Paper,156.6,245.45,SUP011,28.24
SKU07559,Product SKU07559,Automotive,Accessories,82.06,150.74,SUP016,17.82
SKU07560,Product SKU07560,Electronics,Accessories,57.31,119.04,SUP017,38.95
SKU07561,Product SKU07561,Health & Beauty,Personal Care,175.04,245.39,SUP052,41.16
SKU07562,Product SKU07562,Office Supplies,Storage,52.45,92.08,SUP046,45.08
SKU07563,Product SKU07563,Home & Kitchen,Appliances,91.99,133.95,SUP058,8.08
SKU07564,Product SKU07564,Office Supplies,Storage,95.65,209.61,SUP053,49.86
SKU07565,Product SKU07565,Pet Supplies,Cat,157.91,369.53,SUP001,37.42
SKU07566,Product SKU07566,Apparel,Kids,179.3,232.94,SUP012,46.5
SKU07567,Product SKU07567,Office Supplies,Paper,80.49,193.02,SUP011,3.88
SKU07568,Product SKU07568,Electronics,Accessories,143.62,309.7,SUP016,49.85
SKU07569,Product SKU07569,Pet Supplies,Cat,154.23,261.78,SUP049,27.91
SKU07570,Product SKU07570,Grocery,Beverages,74.58,108.5,SUP047,12.5
SKU07571,Product SKU07571,Home & Kitchen,Appliances,45.96,87.94,SUP032,45.32
SKU07572,Product SKU07572,Toys,Educational,182.72,232.27,SUP038,4.09
SKU07573,Product SKU07573,Grocery,Snacks,50.53,77.39,SUP016,4.83
SKU07574,Product SKU07574,Apparel,Men,78.92,155.0,SUP002,28.95
SKU07575,Product SKU07575,Home & Kitchen,Appliances,109.6,179.77,SUP051,35.35
SKU07576,Product SKU07576,Toys,Action Figures,165.64,273.33,SUP047,4.37
SKU07577,Product SKU07577,Electronics,Laptop,60.67,83.64,SUP012,23.42
SKU07578,Product SKU07578,Electronics,Mobile,32.88,59.24,SUP017,11.13
SKU07579,Product SKU07579,Grocery,Beverages,148.27,183.24,SUP039,27.78
SKU07580,Product SKU07580,Office Supplies,Storage,35.56,42.72,SUP033,43.47
SKU07581,Product SKU07581,Grocery,Snacks,134.96,179.31,SUP029,33.24
SKU07582,Product SKU07582,Toys,Puzzles,123.11,223.49,SUP014,21.02
SKU07583,Product SKU07583,Toys,Puzzles,177.64,269.78,SUP033,19.98
SKU07584,Product SKU07584,Toys,Educational,67.16,147.92,SUP016,45.83
SKU07585,Product SKU07585,Grocery,Beverages,170.26,380.87,SUP060,49.34
SKU07586,Product SKU07586,Electronics,Mobile,140.03,304.76,SUP013,49.14
SKU07587,Product SKU07587,Electronics,Accessories,3.38,6.84,SUP020,36.97
SKU07588,Product SKU07588,Sports,Outdoor,183.73,431.58,SUP042,42.11
