supplier_id,shipment_id,order_date,promised_lead_time,actual_lead_time,units_ordered,units_received,delivery_status,cost_per_unit,fill_rate,lead_variance
SUP044,SHP026393,2023,13,10,192,192,Early,184.84,1.0,-3
SUP054,SHP026394,2023,18,18,292,292,On-Time,86.38,1.0,0
SUP028,SHP026395,2022,4,7,233,233,Late,111.37,1.0,3
SUP055,SHP026396,2024,17,22,403,403,Late,98.14,1.0,5
SUP053,SHP026397,2023,19,22,223,223,Late,47.61,1.0,3
SUP044,SHP026398,2024,14,15,200,200,On-Time,70.33,1.0,1
SUP046,SHP026399,2024,13,11,462,462,Early,174.55,1.0,-2
SUP047,SHP026400,2022,10,11,245,245,On-Time,122.71,1.0,1
SUP038,SHP026401,2024,17,15,232,232,Early,83.22,1.0,-2
SUP022,SHP026402,2023,14,15,61,56,On-Time,153.96,0.9180327868852459,1
SUP033,SHP026403,2024,7,8,268,268,On-Time,3.5,1.0,1
SUP043,SHP026404,2023,10,6,253,194,Early,21.09,0.766798418972332,-4
SUP027,SHP026405,2024,14,14,78,63,On-Time,169.31,0.8076923076923077,0
SUP009,SHP026406,2024,7,5,452,452,Early,65.97,1.0,-2
SUP043,SHP026407,2024,8,13,160,160,Late,41.33,1.0,5
SUP005,SHP026408,2022,8,5,205,205,Early,116.15,1.0,-3
SUP036,SHP026409,2023,4,1,498,498,Early,170.6,1.0,-3
SUP022,SHP026410,2023,11,14,479,479,Late,158.76,1.0,3
SUP013,SHP026411,2024,8,3,283,283,Early,150.82,1.0,-5
SUP059,SHP026412,2024,4,7,250,250,Late,26.38,1.0,3
SUP042,SHP026413,2024,9,10,290,290,On-Time,134.01,1.0,1
SUP043,SHP026414,2024,19,13,104,104,Early,195.71,1.0,-6
SUP056,SHP026415,2023,20,19,386,386,On-Time,6.85,1.0,-1
SUP005,SHP026416,2023,5,1,333,333,Early,129.45,1.0,-4
SUP046,SHP026417,2022,10,7,199,199,Early,61.99,1.0,-3
SUP007,SHP026418,2024,4,1,147,147,Early,96.9,1.0,-3
SUP007,SHP026419,2023,9,5,308,216,Early,71.91,0.7012987012987013,-4
SUP042,SHP026420,2024,5,1,416,416,Early,184.89,1.0,-4
SUP060,SHP026421,2024,17,18,65,65,On-Time,191.82,1.0,1
SUP011,SHP026422,2022,15,22,317,317,Late,135.06,1.0,7
SUP033,SHP026423,2024,9,7,235,235,Early,100.47,1.0,-2
SUP049,SHP026424,2024,13,12,372,372,On-Time,187.53,1.0,-1
SUP006,SHP026425,2023,14,14,210,210,On-Time,164.93,1.0,0
SUP030,SHP026426,2023,7,9,210,210,Late,45.4,1.0,2
SUP032,SHP026427,2024,9,8,470,470,On-Time,39.16,1.0,-1
SUP051,SHP026428,2024,5,1,97,97,Early,5.21,1.0,-4
SUP039,SHP026429,2023,19,19,91,91,On-Time,73.77,1.0,0
SUP002,SHP026430,2022,16,14,425,425,Early,93.51,1.0,-2
SUP052,SHP026431,2024,6,4,380,380,Early,40.74,1.0,-2
SUP014,SHP026432,2022,13,14,327,327,On-Time,195.98,1.0,1
SUP041,SHP026433,2024,18,13,389,281,Early,102.61,0.7223650385604113,-5
SUP026,SHP026434,2024,16,17,142,142,On-Time,4.39,1.0,1
SUP028,SHP026435,2023,17,17,442,411,On-Time,48.3,0.9298642533936652,0
SUP025,SHP026436,2022,17,12,266,266,Early,129.9,1.0,-5
SUP026,SHP026437,2024,6,8,108,108,Late,79.78,1.0,2
SUP015,SHP026438,2024,20,25,244,201,Late,167.33,0.8237704918032787,5
SUP026,SHP026439,2022,15,13,264,264,Early,179.04,1.0,-2
SUP042,SHP026440,2023,5,1,172,172,Early,70.49,1.0,-4
SUP047,SHP026441,2023,16,20,274,274,Late,57.77,1.0,4
SUP040,SHP026442,2022,16,13,323,238,Early,149.41,0.7368421052631579,-3
SUP020,SHP026443,2024,6,4,492,492,Early,62.27,1.0,-2
SUP031,SHP026444,2024,15,17,395,395,Late,83.22,1.0,2
SUP012,SHP026445,2022,15,16,178,178,On-Time,173.95,1.0,1
SUP033,SHP026446,2023,10,11,197,197,On-Time,3.28,1.0,1
SUP005,SHP026447,2022,7,5,106,106,Early,17.95,1.0,-2
SUP042,SHP026448,2023,8,6,494,494,Early,164.03,1.0,-2
SUP016,SHP026449,2024,19,15,306,215,Early,117.18,0.7026143790849673,-4
SUP011,SHP026450,2023,14,14,309,309,On-Time,75.88,1.0,0
SUP027,SHP026451,2024,12,8,204,204,Early,165.1,1.0,-4
SUP055,SHP026452,2022,19,20,267,267,On-Time,36.77,1.0,1
SUP021,SHP026453,2024,18,18,409,409,On-Time,39.66,1.0,0
SUP038,SHP026454,2024,13,10,397,296,Early,106.89,0.7455919395465995,-3
SUP033,SHP026455,2024,20,23,204,204,Late,139.11,1.0,3
SUP018,SHP026456,2024,19,17,223,223,Early,59.84,1.0,-2
SUP022,SHP026457,2022,16,17,332,332,On-Time,39.44,1.0,1
SUP001,SHP026458,2022,3,1,419,419,Early,164.86,1.0,-2
SUP013,SHP026459,2024,14,13,308,308,On-Time,127.23,1.0,-1
SUP013,SHP026460,2023,7,7,170,158,On-Time,50.02,0.9294117647058824,0
SUP044,SHP026461,2024,16,14,173,173,Early,5.45,1.0,-2
SUP032,SHP026462,2024,17,18,65,65,On-Time,55.34,1.0,1
SUP040,SHP026463,2022,14,18,109,109,Late,33.56,1.0,4
SUP004,SHP026464,2022,12,12,114,114,On-Time,16.48,1.0,0
SUP046,SHP026465,2023,18,16,258,258,Early,66.66,1.0,-2
SUP012,SHP026466,2024,11,14,282,282,Late,27.05,1.0,3
SUP043,SHP026467,2024,14,16,120,120,Late,27.11,1.0,2
SUP043,SHP026468,2023,11,9,395,395,Early,81.57,1.0,-2
SUP039,SHP026469,2023,20,17,353,353,Early,19.24,1.0,-3
SUP018,SHP026470,2022,16,12,241,241,Early,35.09,1.0,-4
SUP002,SHP026471,2024,14,15,158,158,On-Time,141.88,1.0,1
SUP054,SHP026472,2023,8,11,319,319,Late,135.03,1.0,3
SUP015,SHP026473,2023,7,4,221,221,Early,105.62,1.0,-3
SUP032,SHP026474,2024,15,15,357,357,On-Time,102.59,1.0,0
SUP024,SHP026475,2024,20,18,293,293,Early,157.13,1.0,-2
SUP014,SHP026476,2022,20,22,116,116,Late,2.97,1.0,2
SUP023,SHP026477,2023,12,3,465,465,Early,154.88,1.0,-9
SUP041,SHP026478,2023,11,10,210,210,On-Time,65.06,1.0,-1
SUP045,SHP026479,2022,14,17,341,341,Late,71.64,1.0,3
SUP013,SHP026480,2022,11,13,336,336,Late,6.77,1.0,2
SUP043,SHP026481,2023,7,10,282,282,Late,146.19,1.0,3
SUP048,SHP026482,2022,9,11,333,333,Late,116.71,1.0,2
SUP007,SHP026483,2023,7,10,306,306,Late,103.8,1.0,3
SUP043,SHP026484,2024,11,9,137,137,Early,173.07,1.0,-2
SUP013,SHP026485,2022,7,10,390,390,Late,100.56,1.0,3
SUP010,SHP026486,2023,16,11,119,119,Early,62.4,1.0,-5
SUP046,SHP026487,2023,12,14,51,51,Late,161.92,1.0,2
SUP017,SHP026488,2023,5,4,391,391,On-Time,195.06,1.0,-1
SUP048,SHP026489,2022,6,11,386,386,Late,96.67,1.0,5
SUP022,SHP026490,2022,20,17,248,248,Early,96.73,1.0,-3
SUP009,SHP026491,2024,4,5,87,87,On-Time,99.75,1.0,1
SUP055,SHP026492,2022,7,4,95,95,Early,148.0,1.0,-3
SUP045,SHP026493,2022,12,10,206,206,Early,195.75,1.0,-2
SUP029,SHP026494,2023,19,22,354,354,Late,183.44,1.0,3
SUP045,SHP026495,2024,13,10,84,84,Early,101.02,1.0,-3
SUP022,SHP026496,2023,10,12,83,83,Late,26.15,1.0,2
SUP027,SHP026497,2022,3,3,306,306,On-Time,87.71,1.0,0
SUP029,SHP026498,2024,3,1,155,155,Early,154.88,1.0,-2
SUP054,SHP026499,2023,17,16,52,52,On-Time,115.38,1.0,-1
SUP007,SHP026500,2022,12,10,54,54,Early,156.85,1.0,-2
SUP038,SHP026501,2024,10,6,191,191,Early,127.28,1.0,-4
SUP041,SHP026502,2024,14,10,342,342,Early,176.22,1.0,-4
SUP022,SHP026503,2023,16,14,308,308,Early,59.31,1.0,-2
SUP004,SHP026504,2023,10,14,395,334,Late,107.48,0.8455696202531645,4
SUP053,SHP026505,2024,8,8,247,247,On-Time,177.84,1.0,0
SUP052,SHP026506,2022,12,13,418,418,On-Time,199.97,1.0,1
SUP054,SHP026507,2022,16,11,164,164,Early,88.47,1.0,-5
SUP051,SHP026508,2022,19,16,170,170,Early,136.02,1.0,-3
SUP047,SHP026509,2023,20,19,246,246,On-Time,70.96,1.0,-1
SUP016,SHP026510,2023,20,24,431,431,Late,170.83,1.0,4
SUP004,SHP026511,2024,19,14,471,471,Early,171.31,1.0,-5
SUP024,SHP026512,2022,14,13,310,310,On-Time,128.62,1.0,-1
SUP026,SHP026513,2024,15,14,80,80,On-Time,55.15,1.0,-1
SUP033,SHP026514,2023,11,7,196,196,Early,41.62,1.0,-4
SUP030,SHP026515,2024,20,18,153,153,Early,106.61,1.0,-2
SUP036,SHP026516,2022,15,15,115,115,On-Time,162.11,1.0,0
SUP004,SHP026517,2022,15,8,373,373,Early,144.48,1.0,-7
SUP030,SHP026518,2023,6,7,406,406,On-Time,40.56,1.0,1
SUP051,SHP026519,2024,5,6,365,365,On-Time,43.15,1.0,1
SUP005,SHP026520,2024,12,14,85,85,Late,105.88,1.0,2
SUP009,SHP026521,2024,10,13,170,170,Late,135.01,1.0,3
SUP045,SHP026522,2024,6,1,453,453,Early,171.38,1.0,-5
SUP055,SHP026523,2022,8,8,349,349,On-Time,182.53,1.0,0
SUP050,SHP026524,2024,7,1,226,226,Early,11.38,1.0,-6
SUP026,SHP026525,2023,6,2,345,345,Early,2.5,1.0,-4
SUP022,SHP026526,2022,16,17,398,398,On-Time,90.78,1.0,1
SUP010,SHP026527,2022,18,19,398,398,On-Time,92.06,1.0,1
SUP019,SHP026528,2023,6,4,174,174,Early,94.3,1.0,-2
SUP055,SHP026529,2022,3,5,166,166,Late,21.15,1.0,2
SUP055,SHP026530,2022,6,8,106,106,Late,175.37,1.0,2
SUP040,SHP026531,2023,14,11,137,137,Early,37.23,1.0,-3
SUP019,SHP026532,2024,12,10,65,65,Early,174.64,1.0,-2
SUP051,SHP026533,2022,11,10,427,427,On-Time,64.67,1.0,-1
SUP035,SHP026534,2024,9,13,289,218,Late,61.37,0.754325259515571,4
SUP039,SHP026535,2022,15,16,255,255,On-Time,60.72,1.0,1
SUP005,SHP026536,2023,4,3,240,240,On-Time,124.92,1.0,-1
SUP033,SHP026537,2023,15,8,369,369,Early,99.32,1.0,-7
SUP023,SHP026538,2022,4,11,87,87,Late,171.49,1.0,7
SUP011,SHP026539,2024,3,1,400,400,Early,13.85,1.0,-2
SUP052,SHP026540,2024,8,6,86,86,Early,92.53,1.0,-2
SUP047,SHP026541,2024,18,18,136,136,On-Time,126.77,1.0,0
SUP039,SHP026542,2023,3,6,262,262,Late,111.9,1.0,3
SUP033,SHP026543,2024,9,12,264,264,Late,79.52,1.0,3
SUP016,SHP026544,2024,17,18,344,344,On-Time,122.2,1.0,1
SUP033,SHP026545,2023,5,9,70,70,Late,29.41,1.0,4
SUP033,SHP026546,2022,20,21,347,347,On-Time,104.5,1.0,1
SUP058,SHP026547,2023,20,20,311,311,On-Time,19.68,1.0,0
SUP011,SHP026548,2022,20,21,475,475,On-Time,117.78,1.0,1
SUP059,SHP026549,2023,11,14,298,298,Late,36.24,1.0,3
SUP001,SHP026550,2024,20,21,190,190,On-Time,40.3,1.0,1
SUP059,SHP026551,2024,19,21,305,305,Late,129.69,1.0,2
SUP046,SHP026552,2023,17,14,375,375,Early,57.69,1.0,-3
SUP005,SHP026553,2022,17,16,236,236,On-Time,195.34,1.0,-1
SUP021,SHP026554,2023,13,15,282,282,Late,20.01,1.0,2
SUP008,SHP026555,2023,10,12,159,159,Late,58.44,1.0,2
SUP018,SHP026556,2022,9,9,120,120,On-Time,7.67,1.0,0
SUP038,SHP026557,2023,19,15,222,222,Early,68.55,1.0,-4
SUP030,SHP026558,2022,11,9,369,369,Early,68.46,1.0,-2
SUP029,SHP026559,2023,8,3,242,242,Early,115.65,1.0,-5
SUP032,SHP026560,2022,4,8,296,296,Late,71.46,1.0,4
SUP027,SHP026561,2024,18,23,206,206,Late,113.08,1.0,5
SUP018,SHP026562,2023,4,4,299,299,On-Time,104.63,1.0,0
SUP037,SHP026563,2023,16,19,221,221,Late,122.96,1.0,3
SUP006,SHP026564,2024,17,9,389,389,Early,138.11,1.0,-8
SUP016,SHP026565,2024,13,10,344,344,Early,86.47,1.0,-3
SUP026,SHP026566,2024,10,9,326,326,On-Time,71.72,1.0,-1
SUP047,SHP026567,2024,8,5,147,147,Early,148.73,1.0,-3
SUP006,SHP026568,2024,15,8,488,488,Early,102.23,1.0,-7
SUP027,SHP026569,2023,18,27,302,302,Late,158.15,1.0,9
SUP055,SHP026570,2022,10,8,66,66,Early,151.99,1.0,-2
SUP023,SHP026571,2023,4,3,147,147,On-Time,46.95,1.0,-1
SUP029,SHP026572,2024,8,13,477,477,Late,3.03,1.0,5
SUP027,SHP026573,2024,14,16,399,399,Late,74.64,1.0,2
SUP054,SHP026574,2024,13,17,299,266,Late,186.57,0.8896321070234113,4
SUP023,SHP026575,2023,11,14,313,229,Late,120.21,0.731629392971246,3
SUP009,SHP026576,2024,9,6,70,70,Early,178.31,1.0,-3
SUP033,SHP026577,2023,5,1,476,338,Early,167.88,0.7100840336134454,-4
SUP058,SHP026578,2024,18,19,138,138,On-Time,28.44,1.0,1
SUP011,SHP026579,2022,12,7,374,304,Early,158.05,0.8128342245989305,-5
SUP009,SHP026580,2024,14,13,306,306,On-Time,55.01,1.0,-1
SUP046,SHP026581,2022,9,6,79,79,Early,160.35,1.0,-3
SUP052,SHP026582,2022,8,6,429,378,Early,35.12,0.8811188811188811,-2
SUP049,SHP026583,2024,4,2,91,91,Early,33.41,1.0,-2
SUP025,SHP026584,2024,10,7,122,122,Early,94.38,1.0,-3
SUP007,SHP026585,2023,6,7,339,339,On-Time,169.45,1.0,1
SUP054,SHP026586,2023,3,3,407,407,On-Time,124.2,1.0,0
SUP037,SHP026587,2024,3,1,296,296,Early,177.92,1.0,-2
SUP042,SHP026588,2023,20,21,359,359,On-Time,133.74,1.0,1
SUP021,SHP026589,2023,11,7,224,224,Early,158.05,1.0,-4
SUP043,SHP026590,2022,10,6,422,422,Early,19.3,1.0,-4
SUP018,SHP026591,2023,5,8,270,270,Late,32.9,1.0,3
SUP046,SHP026592,2024,7,6,200,200,On-Time,115.73,1.0,-1
SUP060,SHP026593,2022,19,23,232,232,Late,45.76,1.0,4
SUP037,SHP026594,2024,4,5,373,373,On-Time,55.92,1.0,1
SUP043,SHP026595,2023,10,9,193,193,On-Time,197.49,1.0,-1
SUP053,SHP026596,2023,8,4,428,428,Early,120.42,1.0,-4
SUP002,SHP026597,2023,15,16,277,277,On-Time,188.57,1.0,1
SUP057,SHP026598,2023,17,18,284,284,On-Time,111.0,1.0,1
SUP055,SHP026599,2023,14,13,369,369,On-Time,136.62,1.0,-1
SUP009,SHP026600,2024,9,7,117,117,Early,133.0,1.0,-2
SUP037,SHP026601,2023,13,8,243,243,Early,142.18,1.0,-5
SUP020,SHP026602,2024,13,13,377,377,On-Time,181.65,1.0,0
SUP036,SHP026603,2024,6,7,252,252,On-Time,91.2,1.0,1
SUP055,SHP026604,2022,11,3,371,371,Early,121.75,1.0,-8
SUP017,SHP026605,2022,20,21,132,132,On-Time,126.79,1.0,1
SUP038,SHP026606,2024,9,11,66,66,Late,74.38,1.0,2
SUP050,SHP026607,2022,16,20,369,369,Late,165.98,1.0,4
SUP019,SHP026608,2024,19,15,217,217,Early,85.34,1.0,-4
SUP013,SHP026609,2023,10,9,455,455,On-Time,111.03,1.0,-1
SUP043,SHP026610,2023,4,7,271,271,Late,176.42,1.0,3
SUP055,SHP026611,2023,4,1,413,413,Early,176.48,1.0,-3
SUP048,SHP026612,2023,13,13,278,278,On-Time,35.67,1.0,0
SUP053,SHP026613,2022,9,10,376,376,On-Time,47.06,1.0,1
SUP017,SHP026614,2022,12,7,297,297,Early,189.47,1.0,-5
SUP048,SHP026615,2022,3,7,63,63,Late,99.61,1.0,4
SUP055,SHP026616,2022,19,18,352,352,On-Time,33.64,1.0,-1
SUP021,SHP026617,2024,13,15,347,347,Late,36.37,1.0,2
SUP030,SHP026618,2022,9,7,105,105,Early,11.59,1.0,-2
SUP031,SHP026619,2022,9,10,199,199,On-Time,112.31,1.0,1
SUP054,SHP026620,2024,14,10,179,179,Early,116.38,1.0,-4
SUP052,SHP026621,2024,9,10,83,83,On-Time,197.81,1.0,1
SUP027,SHP026622,2024,13,14,466,466,On-Time,7.27,1.0,1
SUP056,SHP026623,2023,7,4,385,385,Early,12.25,1.0,-3
SUP026,SHP026624,2024,16,11,431,317,Early,178.96,0.7354988399071926,-5
SUP005,SHP026625,2022,9,11,352,352,Late,146.02,1.0,2
SUP047,SHP026626,2024,20,22,387,387,Late,51.34,1.0,2
SUP057,SHP026627,2022,14,16,95,95,Late,124.86,1.0,2
SUP016,SHP026628,2023,7,9,469,469,Late,91.41,1.0,2
SUP059,SHP026629,2022,9,9,201,201,On-Time,183.04,1.0,0
SUP035,SHP026630,2023,12,7,82,82,Early,73.53,1.0,-5
SUP035,SHP026631,2022,3,4,416,416,On-Time,8.22,1.0,1
SUP055,SHP026632,2024,4,1,244,198,Early,118.46,0.8114754098360656,-3
SUP028,SHP026633,2023,19,15,457,457,Early,113.66,1.0,-4
SUP022,SHP026634,2024,3,5,137,137,Late,28.65,1.0,2
SUP041,SHP026635,2023,8,11,452,452,Late,124.0,1.0,3
SUP022,SHP026636,2024,7,2,300,300,Early,24.87,1.0,-5
SUP002,SHP026637,2024,16,15,118,118,On-Time,76.95,1.0,-1
SUP050,SHP026638,2023,7,5,367,302,Early,26.74,0.8228882833787466,-2
SUP048,SHP026639,2023,3,1,354,354,Early,155.11,1.0,-2
SUP057,SHP026640,2024,9,7,470,470,Early,72.56,1.0,-2
SUP059,SHP026641,2023,18,18,158,158,On-Time,56.68,1.0,0
SUP003,SHP026642,2024,10,9,163,163,On-Time,102.4,1.0,-1
SUP046,SHP026643,2023,15,19,93,67,Late,132.66,0.7204301075268817,4
SUP058,SHP026644,2022,5,9,53,53,Late,156.61,1.0,4
SUP038,SHP026645,2023,7,4,91,91,Early,133.14,1.0,-3
SUP055,SHP026646,2022,15,13,157,157,Early,80.15,1.0,-2
SUP006,SHP026647,2022,13,6,244,244,Early,165.35,1.0,-7
SUP045,SHP026648,2023,20,19,101,101,On-Time,142.65,1.0,-1
SUP024,SHP026649,2023,5,6,286,286,On-Time,168.97,1.0,1
SUP039,SHP026650,2024,20,16,309,309,Early,158.39,1.0,-4
SUP023,SHP026651,2022,6,4,303,303,Early,198.61,1.0,-2
SUP047,SHP026652,2022,13,12,262,211,On-Time,136.19,0.8053435114503816,-1
SUP026,SHP026653,2024,18,22,482,482,Late,130.56,1.0,4
SUP048,SHP026654,2022,9,5,358,358,Early,24.86,1.0,-4
SUP029,SHP026655,2024,9,8,155,155,On-Time,139.19,1.0,-1
SUP033,SHP026656,2024,13,11,112,112,Early,79.5,1.0,-2
SUP013,SHP026657,2023,18,19,238,238,On-Time,3.91,1.0,1
SUP010,SHP026658,2022,9,7,397,397,Early,34.86,1.0,-2
SUP014,SHP026659,2024,10,12,78,78,Late,168.02,1.0,2
SUP037,SHP026660,2023,5,3,270,270,Early,109.52,1.0,-2
SUP045,SHP026661,2024,11,11,128,128,On-Time,146.96,1.0,0
SUP042,SHP026662,2023,6,7,203,203,On-Time,49.63,1.0,1
SUP048,SHP026663,2023,8,5,302,302,Early,11.76,1.0,-3
SUP051,SHP026664,2024,14,15,186,186,On-Time,154.95,1.0,1
SUP049,SHP026665,2024,17,11,340,340,Early,47.71,1.0,-6
SUP024,SHP026666,2024,5,4,148,117,On-Time,144.95,0.7905405405405406,-1
SUP060,SHP026667,2022,9,7,182,182,Early,61.54,1.0,-2
SUP049,SHP026668,2022,4,1,74,74,Early,46.02,1.0,-3
SUP038,SHP026669,2023,4,2,462,462,Early,75.89,1.0,-2
SUP049,SHP026670,2024,5,6,493,466,On-Time,51.03,0.9452332657200812,1
SUP013,SHP026671,2023,17,13,238,238,Early,29.45,1.0,-4
SUP025,SHP026672,2024,5,3,189,168,Early,83.71,0.8888888888888888,-2
SUP052,SHP026673,2023,9,10,387,387,On-Time,41.19,1.0,1
SUP001,SHP026674,2022,14,8,482,482,Early,168.38,1.0,-6
SUP060,SHP026675,2022,20,19,280,208,On-Time,108.24,0.7428571428571429,-1
SUP008,SHP026676,2022,18,13,163,163,Early,30.91,1.0,-5
SUP038,SHP026677,2023,11,7,125,125,Early,9.32,1.0,-4
SUP050,SHP026678,2022,17,20,210,210,Late,3.72,1.0,3
SUP019,SHP026679,2024,9,10,411,411,On-Time,25.23,1.0,1
SUP006,SHP026680,2023,9,10,187,187,On-Time,116.93,1.0,1
SUP010,SHP026681,2023,13,14,109,109,On-Time,51.33,1.0,1
SUP041,SHP026682,2024,5,1,77,77,Early,116.3,1.0,-4
SUP030,SHP026683,2023,15,15,350,350,On-Time,66.65,1.0,0
SUP002,SHP026684,2023,6,5,403,403,On-Time,20.57,1.0,-1
SUP027,SHP026685,2024,14,13,486,486,On-Time,65.14,1.0,-1
SUP025,SHP026686,2022,6,8,144,144,Late,72.05,1.0,2
SUP007,SHP026687,2024,20,17,356,356,Early,86.73,1.0,-3
SUP036,SHP026688,2023,17,15,373,373,Early,119.42,1.0,-2
SUP050,SHP026689,2023,18,19,75,75,On-Time,159.02,1.0,1
SUP021,SHP026690,2024,10,9,328,328,On-Time,72.22,1.0,-1
SUP043,SHP026691,2022,14,19,75,75,Late,166.09,1.0,5
SUP015,SHP026692,2024,3,1,330,330,Early,61.37,1.0,-2
SUP027,SHP026693,2023,10,12,162,162,Late,30.45,1.0,2
SUP003,SHP026694,2023,4,8,54,54,Late,124.09,1.0,4
SUP046,SHP026695,2022,19,20,328,328,On-Time,83.69,1.0,1
SUP034,SHP026696,2023,15,15,157,157,On-Time,69.0,1.0,0
SUP032,SHP026697,2024,18,17,129,129,On-Time,163.16,1.0,-1
SUP035,SHP026698,2023,4,2,123,123,Early,153.48,1.0,-2
SUP003,SHP026699,2023,15,12,175,175,Early,106.07,1.0,-3
SUP060,SHP026700,2022,20,17,313,313,Early,59.86,1.0,-3
SUP029,SHP026701,2023,14,13,150,150,On-Time,160.36,1.0,-1
SUP009,SHP026702,2024,10,9,229,229,On-Time,164.89,1.0,-1
SUP001,SHP026703,2022,12,11,134,134,On-Time,125.92,1.0,-1
SUP043,SHP026704,2022,10,9,177,163,On-Time,167.97,0.9209039548022598,-1
SUP009,SHP026705,2023,20,17,82,82,Early,145.88,1.0,-3
SUP002,SHP026706,2023,19,17,133,133,Early,139.6,1.0,-2
SUP058,SHP026707,2023,20,18,88,88,Early,52.68,1.0,-2
SUP055,SHP026708,2022,10,14,168,168,Late,181.38,1.0,4
SUP058,SHP026709,2023,19,25,392,392,Late,11.72,1.0,6
SUP015,SHP026710,2023,7,7,320,320,On-Time,198.84,1.0,0
SUP060,SHP026711,2022,10,15,491,491,Late,134.73,1.0,5
SUP041,SHP026712,2022,17,15,350,328,Early,124.14,0.9371428571428572,-2
SUP046,SHP026713,2022,4,1,359,359,Early,81.01,1.0,-3
SUP014,SHP026714,2023,20,14,65,65,Early,52.06,1.0,-6
SUP036,SHP026715,2022,9,8,166,166,On-Time,176.93,1.0,-1
SUP036,SHP026716,2022,20,18,58,58,Early,141.38,1.0,-2
SUP007,SHP026717,2024,13,11,322,322,Early,22.76,1.0,-2
SUP005,SHP026718,2024,10,14,409,409,Late,125.8,1.0,4
SUP011,SHP026719,2024,6,4,396,396,Early,93.93,1.0,-2
SUP001,SHP026720,2023,9,18,350,350,Late,100.89,1.0,9
SUP049,SHP026721,2024,14,11,90,90,Early,130.51,1.0,-3
SUP059,SHP026722,2023,3,1,292,223,Early,86.04,0.7636986301369864,-2
SUP037,SHP026723,2024,15,12,112,112,Early,61.27,1.0,-3
SUP040,SHP026724,2022,11,9,240,240,Early,131.86,1.0,-2
SUP028,SHP026725,2024,14,13,130,130,On-Time,17.92,1.0,-1
SUP026,SHP026726,2024,18,19,218,218,On-Time,38.46,1.0,1
SUP055,SHP026727,2022,20,18,272,272,Early,128.01,1.0,-2
SUP031,SHP026728,2024,12,13,224,224,On-Time,38.69,1.0,1
SUP028,SHP026729,2022,7,4,494,494,Early,30.56,1.0,-3
SUP015,SHP026730,2023,20,17,398,398,Early,72.95,1.0,-3
SUP029,SHP026731,2022,16,14,172,172,Early,20.59,1.0,-2
SUP011,SHP026732,2024,14,12,256,256,Early,24.93,1.0,-2
SUP002,SHP026733,2023,7,8,263,263,On-Time,69.23,1.0,1
SUP013,SHP026734,2022,14,11,157,157,Early,22.6,1.0,-3
SUP042,SHP026735,2022,13,11,368,368,Early,59.33,1.0,-2
SUP029,SHP026736,2023,16,14,187,187,Early,75.97,1.0,-2
SUP015,SHP026737,2023,3,5,469,469,Late,151.69,1.0,2
SUP019,SHP026738,2024,18,14,210,210,Early,51.4,1.0,-4
SUP050,SHP026739,2022,17,18,489,489,On-Time,87.27,1.0,1
SUP017,SHP026740,2023,5,2,259,259,Early,165.9,1.0,-3
SUP033,SHP026741,2022,9,16,80,80,Late,119.39,1.0,7
SUP015,SHP026742,2024,16,12,225,225,Early,181.85,1.0,-4
SUP058,SHP026743,2022,20,25,497,497,Late,5.03,1.0,5
SUP025,SHP026744,2024,15,18,491,491,Late,116.66,1.0,3
SUP024,SHP026745,2023,8,9,256,256,On-Time,133.52,1.0,1
SUP027,SHP026746,2022,16,16,208,208,On-Time,114.52,1.0,0
SUP031,SHP026747,2022,14,15,335,335,On-Time,33.16,1.0,1
SUP001,SHP026748,2022,5,4,144,144,On-Time,52.1,1.0,-1
SUP030,SHP026749,2023,5,8,327,327,Late,128.58,1.0,3
SUP041,SHP026750,2023,3,2,77,77,On-Time,147.48,1.0,-1
SUP007,SHP026751,2023,18,19,311,311,On-Time,98.22,1.0,1
SUP038,SHP026752,2024,4,5,133,133,On-Time,38.94,1.0,1
SUP041,SHP026753,2023,19,18,399,399,On-Time,43.53,1.0,-1
SUP045,SHP026754,2024,3,2,65,65,On-Time,134.1,1.0,-1
SUP001,SHP026755,2024,6,6,254,254,On-Time,146.07,1.0,0
SUP023,SHP026756,2024,7,7,387,387,On-Time,126.15,1.0,0
SUP026,SHP026757,2022,19,16,145,145,Early,169.23,1.0,-3
SUP043,SHP026758,2023,7,6,275,275,On-Time,66.29,1.0,-1
SUP055,SHP026759,2023,3,3,323,323,On-Time,92.53,1.0,0
SUP021,SHP026760,2023,20,17,249,249,Early,55.5,1.0,-3
SUP032,SHP026761,2022,12,6,183,183,Early,145.72,1.0,-6
SUP052,SHP026762,2022,5,1,474,373,Early,6.4,0.7869198312236287,-4
SUP019,SHP026763,2023,10,13,283,283,Late,157.55,1.0,3
SUP054,SHP026764,2022,6,10,366,366,Late,164.48,1.0,4
SUP056,SHP026765,2023,10,14,394,394,Late,181.46,1.0,4
SUP055,SHP026766,2023,9,13,374,374,Late,152.49,1.0,4
SUP013,SHP026767,2023,12,12,468,468,On-Time,173.25,1.0,0
SUP038,SHP026768,2023,3,1,247,247,Early,116.94,1.0,-2
SUP027,SHP026769,2024,18,15,376,376,Early,185.28,1.0,-3
SUP032,SHP026770,2023,15,13,388,320,Early,95.52,0.8247422680412371,-2
SUP031,SHP026771,2022,10,7,478,478,Early,100.98,1.0,-3
SUP003,SHP026772,2022,11,8,143,131,Early,126.35,0.916083916083916,-3
